,count,Title
559,1,Efficacy and Safety of Prochymal® Infusion in Combination With Corticosteroids for the Treatment of Newly Diagnosed Acute Graft Versus Host Disease (GVHD)
560,1,CMV Disease and IRIS in HIV-1 Infected Persons
561,1,Mesenchymal Stem Cell Transplantation in Decompensated Cirrhosis
562,1,Evaluation of PROCHYMAL® Adult Human Stem Cells for Treatment-resistant Moderate-to-severe Crohn's Disease
563,1,Cord Blood Expansion on Mesenchymal Stem Cells
564,1,Mesenchymal Stem Cell Infusion as Prevention for Graft Rejection and Graft-versus-host Disease
565,1,Percutaneous Autologous Bone-marrow Grafting for Open Tibial Shaft Fracture
566,1,Bone Marrow Stem Cells as a Source of Allogenic Hepatocyte Transplantation in Homozygous Familial Hypercholesterolemia
567,1,Fentanyl Sublingual Spray in Treating Patients With Breakthrough Cancer Pain
568,1,Extended Evaluation of PROCHYMAL® Adult Human Stem Cells for Treatment-Resistant Moderate-to-Severe Crohn's Disease
569,1,Safety Study of Allogeneic Mesenchymal Precursor Cells (MPCs) in Subjects With Recent Acute Myocardial Infarction
570,1,Osseous Setting Improvement With Co-implantation of Osseous Matrix and Mesenchymal Progenitors Cells From Autologous Bone Marrow
571,1,Prospective Randomized Study of Mesenchymal Stem Cell Therapy in Patients Undergoing Cardiac Surgery (PROMETHEUS)
572,1,Treatment of Refractory (Acute or Chronic) Graft-Versus-Host Disease by the Infusion of Expanded in-Vitro Allogenic Mesenchymal Stem Cell
573,1,Mesenchymal Stem Cell Infusion as Treatment for Steroid-Resistant Acute Graft Versus Host Disease (GVHD) or Poor Graft Function
574,1,Adult Stem Cell Response to Burn Injury
575,1,Huntsman Biopsy Study
576,1,"Genetically Engineered Lymphocytes, Cyclophosphamide, and Aldesleukin in Treating Patients With Relapsed or Refractory Mantle Cell Lymphoma or Indolent B-Cell Non-Hodgkin Lymphoma"
577,1,Intracoronary Infusion of Autologous Bone Marrow Cells for Treatment of Idiopathic Dilated Cardiomyopathy
578,1,Autologous Mesenchymal Stromal Cell Therapy in Heart Failure
579,1,Cotransplantation of Islet and Mesenchymal Stem Cell in Type 1 Diabetic Patients
580,1,Induction Therapy With Autologous Mesenchymal Stem Cells for Kidney Allografts
581,1,Effect of Mesenchymal Stem Cell Transplantation for Lupus Nephritis
582,1,Mesenchymal Stem Cell Transplantation in the Treatment of Chronic Allograft Nephropathy
583,1,PROCHYMAL™ (Human Adult Stem Cells) for the Treatment of Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)
584,1,Vaccine Therapy With or Without Cyclophosphamide in Treating Patients With Recurrent or Refractory Multiple Myeloma
585,1,Improvement of Liver Function in Liver Cirrhosis Patients After Autologous Mesenchymal Stem Cell Injection:a Phase I-II Clinical Trial
586,1,Mesenchymal Stromal Cells and Osteoarthritis
587,1,Marrow Mesenchymal Cell Therapy for Osteogenesis Imperfecta: A Pilot Study
588,1,Combination Chemotherapy in Treating Children With Metastatic Rhabdomyosarcoma or Other Malignant Mesenchymal Tumors
589,1,"Safety and Effectiveness Study of G207, a Tumor-Killing Virus, in Patients With Recurrent Brain Cancer"
590,1,OTI-010 for Graft-Versus-Host Disease Prophylaxis in Treating Patients Who Are Undergoing Donor Peripheral Stem Cell Transplantation for Hematologic Malignancies
591,1,Vaccine Therapy in Treating Patients With HER2/Neu Positive or Negative Stage IV Breast Cancer or Other HER2/Neu Positive Cancers
592,1,Catheterization to Locate Mesenchymal Tumors in Patients With Tumor-Induced Osteomalacia or Oncogenic Osteomalacia
593,1,Clinical and Laboratory Investigation of Humans With Informative Iron or Erythroid Phenotypes
594,1,Safety and Efficacy Study to Treat Recurrent Grade 4 Malignant Brain Tumors
595,1,Safety Study of Adult Mesenchymal Stem Cells (MSC) to Treat Acute Myocardial Infarction
596,1,Safety and Efficacy Study of Adult Human Mesenchymal Stem Cells to Treat Acute Graft Versus Host Disease (GVHD)
597,1,G207 Followed by Radiation Therapy in Malignant Glioma
598,1,Stromal Therapy of Osteodysplasia After Allogeneic Bone Marrow Transplantation
599,1,Clinical Trials of Regeneration for Periodontal Tissue
600,1,Combined CABG and Stem-Cell Transplantation for Heart Failure
601,1,A Phase I/II Study of Chondrogen Delivered by Intra-Articular Injection Following Meniscectomy
602,1,Autologous Implantation of Mesenchymal Stem Cells for the Treatment of Distal Tibial Fractures
603,1,Stem Cell Therapy for Vasculogenesis in Patients With Severe Myocardial Ischemia
604,1,Safety and Efficacy of Prochymal for the Salvage of Treatment-Refractory Acute GVHD Patients
605,1,Prochymal™ Adult Human Mesenchymal Stem Cells for Treatment of Moderate-to-severe Crohn's Disease
606,1,Rituximab in Renal Allograft Recipients Who Develop Early De Novo Anti-HLA Alloantibodies
607,1,Evaluation of the Role of Mesenchymal Stem Cells in the Treatment of Graft Versus Host Disease
608,1,Donor Mesenchymal Stem Cell Infusion in Treating Patients With Acute or Chronic Graft-Versus-Host Disease After Undergoing a Donor Stem Cell Transplant
609,1,Efficacy and Safety of Adult Human Mesenchymal Stem Cells to Treat Steroid Refractory Acute Graft Versus Host Disease
610,1,Mesenchymal Stem Cells in Multiple Sclerosis (MSCIMS)
611,1,"Recombinant Measles Virus Vaccine Therapy and Oncolytic Virus Therapy in Treating Patients With Progressive, Recurrent, or Refractory Ovarian Epithelial Cancer or Primary Peritoneal Cancer"
612,1,PROCHYMAL® (Human Adult Stem Cells) for the Treatment of Recently Diagnosed Type 1 Diabetes Mellitus (T1DM)
613,1,Mesenchymal Stem Cells Transplantation for Refractory Systemic Lupus Erythematosus (SLE)
614,1,Follow-up Study of Chondrogen® Delivered by Intra-Articular Injection Following Meniscectomy
615,1,Allogeneic Mesenchymal Stem Cells Transplantation for Primary Sjögren's Syndrome (pSS)
616,1,KRAS Wild-type Metastatic Colorectal Cancer Trial
617,1,Ex Vivo Cultured Bone Marrow Derived Allogenic MSCs in AMI
618,1,Mesenchymal Stem Cells in Critical Limb Ischemia
619,1,Mesenchymal Stem Cells in a Clinical Trial to Heal Articular Cartilage Defects
620,1,The Use of Autologous Bone Marrow Mesenchymal Stem Cells in the Treatment of Articular Cartilage Defects
621,1,Autologous Cell Therapy After Stroke
622,1,Trial of Autologous Mesenchymal Stem Cells in Patients With Multiple System Atrophy
623,1,Safety of Intramuscular Injection of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia
624,1,Effect of Intramyocardial Injection of Mesenchymal Precursor Cells on Heart Function in People Receiving an LVAD
625,1,Efficacy and Safety Study of Telbivudine to Prevent Perinatal Transmission
626,1,Safety of Intramuscular Injections (IM) of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia (CLI)
627,1,Patient Specific Induced Pluripotency Stem Cells (PSiPS)
628,1,Treatment of Severe Osteogenesis Imperfecta by Allogeneic Bone Marrow Transplantation
629,1,Comparison of Autologous Mesenchymal Stem Cells and Mononuclear Cells on Diabetic Critical Limb Ischemia and Foot Ulcer
630,1,Therapeutic Effects of Liver Failure Patients Caused by Chronic Hepatitis B After Autologous MSCs Transplantation
631,1,"Allo-HCT MUD for Non-malignant Red Blood Cell (RBC) Disorders: Sickle Cell, Thal, and DBA: Reduced Intensity Conditioning, Co-tx MSCs"
632,1,Allogeneic Mesenchymal Stem Cells Transplantation for Systemic Sclerosis (SSc)
633,1,Safety and Efficacy Study of Allogenic Mesenchymal Stem Cells to Treat Extensive Chronic Graft Versus Host Disease
634,1,Autologous Bone Marrow Mesenchymal Stem Cells Transplantation Via Hepatic Artery in Patients With Liver Cirrhosis
635,1,Autologous Mesenchymal Stem Cell Transplant for Parkinson's Disease
636,1,Evaluation of Trinity Evolution in Patients Undergoing Foot and Ankle Fusion
637,1,Bone Mesenchymal Stem Cell (BMSC) Transplantation in Liver Cirrhosis Via Portal Vein
638,1,"Biochemical Correction of Severe EB by Allo HSCT and ""Off-the-shelf"" MSCs"
639,1,First Time in Human Study of Intravenous Interleukin-18 Antibody
640,1,Prochymal® (Human Adult Stem Cells) Intravenous Infusion Following Acute Myocardial Infarction (AMI)
641,1,Intravenous Stem Cells After Ischemic Stroke
642,1,Development of iPS From Donated Somatic Cells of Patients With Neurological Diseases
643,1,Using Mesenchymal Stem Cells to Fill Bone Void Defects in Patients With Benign Bone Lesions
644,1,Inflammatory Response After Muscle and Skeleton Trauma
645,1,A Phase II Dose-escalation Study to Assess the Feasibility and Safety of Transendocardial Delivery of Three Different Doses of Allogeneic Mesenchymal Precursor Cells (MPCs)in Subjects With Heart Failure
646,1,Mesenchymal Stem Cells and Subclinical Rejection
647,1,Allogeneic Mesenchymal Stem Cell for Graft-Versus-Host Disease Treatment
648,1,Mesenchymal Stem Cells Under Basiliximab/Low Dose RATG to Induce Renal Transplant Tolerance
649,1,Prochymal Expanded Access Treatment for Pediatric Patients Who Have Failed Steroids for Acute GVHD
650,1,The Transendocardial Autologous Cells (hMSC or hBMC) in Ischemic Heart Failure Trial (TAC-HFT)
651,1,Mesenchymal Stem Cells for the Treatment of MS
652,1,Haploidentical Stem Cell Transplantation in Neuroblastoma
653,1,Phase II Combination Stem Cell Therapy for the Treatment of Severe Coronary Ischemia(CI)
654,1,"Safety Study of GL-ONC1, an Oncolytic Virus, in Patients With Advanced Solid Tumors"
655,1,Derivation of Induced Pluripotent Stem Cells From an Existing Collection of Human Somatic Cells
656,1,Use of Existing Fibroblast Cells to Convert to Induced Pluripotent Stem Cells
657,1,C-Cure Clinical Trial
658,1,Mesenchymal Stem Cell for Osteonecrosis of the Femoral Head
659,1,Autologous Mesenchymal Stem Cell (MSC) Transplantation in MS
660,1,The Role of Lipoaspirate Injection in the Treatment of Diabetic Lower Extremity Wounds and Venous Stasis Ulcers
661,1,Multicenter Trial With PegLiposomal Doxorubicin and Carboplatin Combination Chemotherapy in Gynecological Sarcomas and Mixed Epithelial-Mesenchymal Tumors
662,1,Safety and Efficacy Study of Umbilical Cord Blood-Drived Mesenchymal Stem Cells to Promote Engraftment of Unrelated Hematopoietic Stem Cell Transplantation
663,1,Prochymal® Expanded Access for Adults Who Have Failed Steroid Treatment for Acute Graft Versus Host Disease (GVHD)
664,1,Treatment of Steroid Resistant GVHD by Infusion MSC
665,1,Mesenchymal Stem Cells: Alterations in Genome
666,1,Autologous Transplantation of Mesenchymal Stem Cells (MSCs) and Scaffold in Full-thickness Articular Cartilage
667,1,The Effect of Intramyocardial Injection of Mesenchymal Precursor Cells on Myocardial Function in Patients Undergoing LVAD Implantation
668,1,"A Study of GL-ONC1, an Oncolytic Vaccinia Virus, in Patients With Advanced Peritoneal Carcinomatosis"
669,1,Allogenic Stem Cell Therapy in Patients With Acute Burn
670,1,Treatment of Degenerative Disc Disease With Allogenic Mesenchymal Stem Cells (MSV)
671,1,Safety and Efficacy of Mesenchymal Precursor Cells in Diabetic Nephropathy
672,1,Safety and Efficacy of Diverse Mesenchymal Stem Cells Transplantation for Liver Failure
673,1,Safety and Efficacy of Repeated Infusion of CELYVIR in Children and Adults With Metastatic and Refractory Tumors.
674,1,Viral Therapy In Treating Patients With Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck Cancer or Metastatic Breast Cancer
675,1,"Clinical Study of the Efficacy and Safety of the Application of Allogeneic Mesenchymal (Stromal) Cells of Bone Marrow, Cultured Under the Hypoxia in the Treatment of Patients With Severe Pulmonary Emphysema"
676,1,Russian Clinical Trial of Mesenchymal Cells in Patients With Septic Shock and Severe Neutropenia
677,1,Safety of Escalating Doses of Intravenous Bone Marrow-Derived Mesenchymal Stem Cells in Patients With a New Ischemic Stroke
678,1,A Multi-center Study a Single IV Infusion of Allogeneic MPCs in Patients With Rheumatoid Arthritis and Incomplete Response to at Least One TNFα Inhibitor
679,1,Autologous Mesenchymal Stem Cell Transplantation in Cirrhosis Patients With Refractory Ascites
680,1,Treatment of Tendon Injury Using Mesenchymal Stem Cells
681,1,LRRK2 and Other Novel Exosome Proteins in Parkinson's Disease
682,1,Gingival Crevicular Fluid Bone Morphogenetic Protein - 2 Release Profile Following the Use of Perforated Membrane
683,1,MSC for Occlusive Disease of the Kidney
684,1,A Phase I Study of iPS Cell Generation From Patients With COPD
685,1,Treatment of Relapsed and/or Chemotherapy Refractory B-cell Malignancy by CART19
686,1,Investigating Hereditary Cardiac Disease by Reprogramming Skin Cells to Heart Muscle
687,1,Safety Study of Bone-marrow Derived Mesenchymal Stromal Cells Associated With Endobronchial Valves in Emphysema
688,1,Different Efficacy Between Rehabilitation Therapy and Stem Cells Transplantation in Patients With SCI in China
689,1,Transplantation of Bone Marrow Derived Mesenchymal Stem Cells in Affected Knee Osteoarthritis by Rheumatoid Arthritis
690,1,Transplantation of Bone Marrow Mesenchymal Stem Cell in Crohn's Disease
691,1,A Phase 2 Trial of Ponatinib in Participants With Metastatic and/or Unresectable Gastrointestinal Stromal Tumor
692,1,REVIVE(Randomized Exploratory Clinical Trial to Evaluate the Safety and Effectiveness of Stem Cell Product in Alcoholic Liver Cirrhosis Patient)
693,1,A Clinical Study to Evaluate the Safety and Efficacy of Mesenchymal Stem Cells in Liver Cirrhosis
694,1,Regenerative Medicine of Articular Cartilage: Characterization and Comparison of Chondrogenic Potential and Immunomodulatory Adult Mesenchymal Stem Cells
695,1,Evaluation of Efficacy and Safety of Autologous MSCs Combined to Biomaterials to Enhance Bone Healing
696,1,Efficacy and Safety Evaluation of Pneumostem® Versus a Control Group for Treatment of BPD in Premature Infants
697,1,Intravenous Transplantation of Mesenchymal Stem Cell in Patients With ALS
698,1,Human Mesenchymal Stem Cells For Acute Respiratory Distress Syndrome
699,1,Mesenchymal Stem Cells for Treatment of Poor Graft Function After Allogeneic Hematopoietic Stem Cell Transplant
700,1,Mesenchymal Stem Cells Combined With Cord Blood for Treatment of Graft Failure
701,1,Mesenchymal Stromal Cells (MSCs) for the Treatment of Graft Versus Host Disease (GVHD)
702,1,Mesenchymal Stem Cells for Treatment of Refractory Acute Graft-versus-host Disease
703,1,Mesenchymal Stem Cells for Treatment of Refractory Chronic Graft-versus-host Disease
704,1,Safety and Efficacy of Autologous Cardiopoietic Cells for Treatment of Ischemic Heart Failure.
705,1,Safety and Effect of Adipose Tissue Derived Mesenchymal Stem Cell Implantation in Patients With Spinal Cord Injury
706,1,A Study of Allogeneic Mesenchymal Bone Marrow Cells in Subjects With ST Segment Elevation Myocardial Infarction (STEMI)
707,1,Intrathecal Transplantation of Mesenchymal Stem Cell in Patients With ALS
708,1,Safety Study of Bone Marrow Derived Stem Cells on Patients With Cutaneous Photoaging
709,1,Immunophenotyping of Fresh Stromal Vascular Fraction From Adipose Derived Stem Cells (ADSC) Enriched Fat Grafts
710,1,"Autologous Mesenchymal Bone Marrow Stromal Cells Secreting Neurotrophic Factors (MSC-NTF), in Patients With Amyotrophic Lateral Sclerosis (ALS)"
711,1,"Clinical Trial to Evaluate Bone Marrow Stem Cell Therapy for PSP, a Rare Form of Parkinsonism"
712,1,"Circulating Exosomes As Potential Prognostic And Predictive Biomarkers In Advanced Gastric Cancer Patients (""EXO-PPP Study"")"
713,1,Safety Study of Allogeneic Mesenchymal Precursor Cell Infusion in MyoCardial Infarction
714,1,Differences in Endothelial Function Amongst Sitagliptin and Liraglutide Users
715,1,The Efficacy of Mesenchymal Stem Cells for Stimulate the Union in Treatment of Non-united Tibial and Femoral Fractures in Shahid Kamyab Hospital
716,1,Safety Study of PLX-PAD Cells to Treat Pulmonary Arterial Hypertension (PAH)
717,1,Clinical Trial to Evaluate the Efficacy and Safety of Stem Cells
718,1,Stem Cells Tratment for the Local Feminine Stress Urinary Incontinence Treatment (HULPURO)
719,1,CAUSE Trial: Patient Specific-Cellular Characterization of Fibromuscular Dysplasia and High-Risk Atherosclerotic Endothelium
720,1,Autologous Adipose Tissue Derived Mesenchymal Stem Cells Therapy for Patients With Knee Osteoarthritis
721,1,Curcumin and Yoga Therapy for Those at Risk for Alzheimer's Disease
722,1,Treatment CLI Nonrevascularizable Lower Limb With Cell Therapy
723,1,CT Antigen TCR-Engineered T Cells for Myeloma
724,1,Randomized Clinical Trial for the Treatment of Osteonecrosis of the Femoral Head
725,1,Autologous Bone Marrow Mesenchymal Stem Cells Transplantation for Articular Cartilage Defects Repair
726,1,Prostate Cancer Circulating Tumor Cells Based on Epithelial-Mesenchymal Transition Biology
727,1,Mesenchymal Stem Cells Enhanced With PRP Versus PRP In OA Knee
728,1,Analysis of Osteoimmune Interactions Linking Inflammation and Bone Destruction in Aggressive Periodontitis
729,1,Safety and Efficacy of FURESTEM-CD Inj. in Patients With Moderately Active Crohn's Disease(CD)
730,1,Safety and Feasibility Study of Mesenchymal Trophic Factor (MTF) for Treatment of Osteoarthritis
731,1,A Phase 1/2 Study of HS-410 in Patients With Non-Muscle Invasive Bladder Cancer After TURBT
732,1,Mesenchymal Stromal Cells in Kidney Transplant Recipients
733,1,The TRansendocardial Stem Cell Injection Delivery Effects on Neomyogenesis STudy (The TRIDENT Study)
734,1,Allogeneic Human Cells (hMSC)in Patients With Idiopathic Pulmonary Fibrosis Via Intravenous Delivery (AETHER)
735,1,Phase II Trial of Vandetanib in Children and Adults With Wild-Type Gastrointestinal Stromal Tumors
736,1,Safety Study of Use of Autologous Bone Marrow Derived Stem Cell in Treatment of Age Related Macular Degeneration
737,1,"Phase 2, Randomized, Double Blind, Placebo Controlled Multicenter Study of Autologous MSC-NTF Cells in Patients With ALS"
738,1,Long-term Safety and Efficacy Follow-up Study of PNEUMOSTEM® in Patients Who Completed PNEUMOSTEM® Phase-I Study
739,1,Safety and Efficacy Study of Autologus Bone Marrow Mesenchymal Stem Cells in Multiple Sclerosis
740,1,MSCs For Treatment of Azoospermic Patients
741,1,Isolation of Circulating Tumor Cells Using a Novel EMT-Based Capture Method
742,1,Efficacy and Safety of Allogeneic Mesenchymal Precursor Cells (Rexlemestrocel-L) for the Treatment of Heart Failure.
743,1,Umbilical Cord Derived Mesenchymal Stromal Cells For The Treatment of Severe Steroid-resistant Graft Versus Host Disease
744,1,Mesenchymal Stromal Cells for Degenerative Meniscus Injury
745,1,Feasibility Study of Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells in Patients With Multiple Sclerosis
746,1,Safety Study of Filler Agent Composed of Autologous Mesenchymal Stem Cells and Hyaluronic Acid
747,1,Phase I-II Clinical Trial With Autologous Bone Marrow Derived Mesenchymal Stem Cells for the Therapy of Multiple Sclerosis
748,1,IMPACT: Safety and Feasibility of a Single-stage Procedure for Focal Cartilage Lesions of the Knee.
749,1,"Clinical Trial Phase I/II Prospective, Open Nonrandomized for Treatmen of Postoperative Air Leak After Lung Resection in High Risk Patients Through the Administration of Mesenchymal Autologous Cells"
750,1,SARC024: A Blanket Protocol to Study Oral Regorafenib in Patients With Selected Sarcoma Subtypes
751,1,Umbilical Cord Tissue-derived Mesenchymal Stem Cells for Rheumatoid Arthritis
752,1,A Study to Compare Two Techniques for Articular Cartilage Repair:ACIC Vs. MCIC
753,1,Allogeneic Human Bone Marrow Derived Mesenchymal Stem Cells in Localized Prostate Cancer
754,1,Pilot Study of Stem Cell Treatment of Patients With Vocal Fold Scarring
755,1,Follow-up Safety and Efficacy Evaluation on Subjects Who Completed PNEUMOSTEM® Phase-II Clinical Trial
756,1,Adipose-derived Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome
757,1,Safety Study of Local Administration of Autologous Bone Marrow Stromal Cells in Chronic Paraplegia
758,1,Mesenchymal Stem Cells to Treat Ischemic Cardiomyopathy
759,1,Allogeneic Adipose Tissue-derived Mesenchymal Stem Cells for the Induction of Remission in Ulcerative Colitis
760,1,Stem Cell Fistula Plug in Perianal Crohn's Disease
761,1,Study of Autologous Mesenchymal Stem Cells to Treat Idiopathic Pulmonary Fibrosis
762,1,Stem Cell Ophthalmology Treatment Study
763,1,Mesenchymal Stromal Cells for Ischemic Stroke
764,1,Study on the Interplay Between Twist1 and Other EMT Regulators Through microRNA-29 Family.
765,1,Efficacy of Stem Cell Transplantation Compared to Rehabilitation Treatment of Patients With Cerebral Paralysis
766,1,Treatment of Hypertensive Leg Ulcer by Adipose Tissue Grafting
767,1,Use of Mesenchymal Stem Cells for Alveolar Bone Tissue Engineering for Cleft Lip and Palate Patients
768,1,Intrathecal Administration of Autologous Mesenchymal Stem Cell-derived Neural Progenitors (MSC-NP) in Patients With Multiple Sclerosis
769,1,Mesenchymal Stem Cells Infusion for aGVHD Prophylaxis Transplantation
770,1,Pharmacogenomic Evaluation of Antihypertensive Responses in Induced Pluripotent Stem (iPS) Cells Study
771,1,Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Ischemic Cardiomyopathy
772,1,Umbilical Cord Mesenchymal Stem Cells and Liraglutide in Diabetes Mellitus
773,1,Treatment of Refractory Acute Graft-Versus-Host Disease by Sequential Infusion of Allogenic Mesenchymal Stem Cell.
774,1,Mesenchymal Stem Cells for Idiopathic Dilated Cardiomyopathy
775,1,Evaluation the Treatment of Nonunion of Long Bone Fracture of Lower Extremities (Femur and Tibia) Using Mononuclear Stem Cells From the Iliac Wing Within a 3-D Tissue Engineered Scaffold
776,1,Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Hypoxic Ischemic Encephalopathy
777,1,Intraportal or Intramuscular Site for Islets in Simultaneous Islet and Kidney Transplantation
778,1,Bone Marrow Derived Stem Cell Transplantation in T2DM
779,1,Intraventricular Transplantation of Mesenchymal Stem Cell in Patients With ALS
780,1,Mesenchymal Stem Cells Transplantation to Patients With Parkinson's Disease
781,1,Safety Study of Mesenchymal Precursor Cells in Type 2 Diabetes
782,1,Mesenchymal Stem Cell Therapy for the Treatment of Severe or Refractory Inflammatory and/or Autoimmune Disorders
783,1,Adipose Derived Mesenchymal Stem Cells for Induction of Remission in Perianal Fistulizing Crohn's Disease
784,1,Controlled Study of Stage 3 Osteonecrosis Treatment by Bone Marrow
785,1,Safety and Efficacy Study of Umbilical Cord-Derived Mesenchymal Stem Cells for Rheumatoid Arthritis
786,1,Safety and Efficiency of Umbilical Cord-derived Mesenchymal Stem Cells(UC-MSC) in Patients With Alzheimer's Disease
787,1,Stromal Vascular Fraction (SVF) for Treatment of Recto-vaginal Fistula
788,1,Umbilical Cord Blood-derived Mesenchymal Stem Cells for the Treatment of Steroid-refractory Acute or Chronic Graft-versus-host-disease
789,1,Safety Study of Mesenchymal Stem Cells and Spinal Fusion
790,1,Phase I/II Trial of Endometrial Regenerative Cells (ERC) in Patients With Critical Limb Ischemia
791,1,Safety Study of Stem Cell Transplant to Treat Limbus Insufficiency Syndrome
792,1,Safety and Efficacy Study of Umbilical Mesenchymal Stem Cells for Liver Cirrhosis
793,1,Safety Study of Attenuated Vaccinia Virus (GL-ONC1)With Combination Therapy in Head & Neck Cancer
794,1,Stem Cell Study of Genetics and Drug Addiction
795,1,ADIPOA - Clinical Study
796,1,Treatment of Knee Osteoarthritis With Allogenic Mesenchymal Stem Cells
797,1,Transfer of Genetically Engineered Lymphocytes in Melanoma Patients
798,1,Mesenchymal Stromal Cells for Acute Graft Versus Host Disease
799,1,Dose Finding Study to Assess Safety and Efficacy of Stem Cells in Liver Cirrhosis
800,1,A Study to Evaluate the Safety and Efficacy of AC607 for the Treatment of Kidney Injury in Cardiac Surgery Subjects
801,1,Study Confirms or Refutes the Hypothesis That the Autologous Bone Marrow Concentrate Together With the Allograft is a Better Alternative for the Posterolateral Fusion in Spine Surgery Than the Allograft Alone
802,1,Mesenchymal Stem Cells in Osteonecrosis of the Femoral Head
803,1,Stem Cells in Rapidly Evolving Active Multiple Sclerosis
804,1,A Dose-escalation Safety Trial for Intrathecal Autologous Mesenchymal Stem Cell Therapy in Amyotrophic Lateral Sclerosis
805,1,Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cell Therapy for Patients With Duchenne Muscular Dystrophy
806,1,Phase 2 Study of Human Umbilical Cord Derived Mesenchymal Stem Cell for the Treatment of Lupus Nephritis
807,1,Effectiveness of Adipose Tissue Derived Mesenchymal Stem Cells as Osteogenic Component in Composite Grafts
808,1,Left Ventricular Assist Device Combined With Allogeneic Mesenchymal Stem Cells Implantation in Patients With End-stage Heart Failure.
809,1,A Clinical Trial to Study the Efficacy and Safety of Different Doses of Bone Marrow Derived Mesenchymal Stem Cells in Patients With Critical Limb Ischemia Due to Buergers Disease
810,1,Mesenchymal Stem Cells Transplantation to Patients With Spinal Cord Injury
811,1,Allogeneic Mesenchymal Stem Cells for Osteoarthritis
812,1,MesenchYmal STROMAL CELL Therapy in Patients With Chronic Myocardial Ischemia (MyStromalCell Trial)
813,1,Allogeneic Mesenchymal Stem Cells in Osteoarthritis
814,1,Transplantation of Autologous Mesenchymal Stem Cell in Decompensate Cirrhotic Patients With Pioglitazone
815,1,Intramuscular Mononuclear Cells and Mesenchymal Stem Cells Transplantation to Treat Chronic Critical Limb Ischemia
816,1,Intra-Articular Autologous Bone Marrow Mesenchymal Stem Cells Transplantation to Treat Mild to Moderate Osteoarthritis
817,1,Intravenous Autologous Mesenchymal Stem Cells Transplantation to Treat Middle Cerebral Artery Infarct
818,1,Autologous Bone Marrow Stromal Cell and Endothelial Progenitor Cell Transplantation in Ischemic Stroke
819,1,Identifying Potential Effects of Liraglutide on Degenerative Changes
820,1,Human Menstrual Blood-derived Mesenchymal Stem Cells for Patients With Liver Cirrhosis
821,1,A New Method to Treat Hereditary Cerebellar Ataxia - Umbilical Cord Mesenchymal Stem Cells Transplantation
822,1,Intravitreal Injection of MSCs in Retinitis Pigmentosa
823,1,The Clinical Trial on the Use of Umbilical Cord Mesenchymal Stem Cells in Amyotrophic Lateral Sclerosis
824,1,Human Menstrual Blood-derived Mesenchymal Stem Cells Transplantation in Treating Type 1 Diabetic Patients
825,1,Mesenchymal Stem Cell Transplantation in Osteoarthritis of Hip Joint
826,1,Autologous Mesenchymal Stem Cell Transplantation in Liver Cirrhosis
827,1,The Effects of Intra-articular Injection of Mesenchymal Stem Cells in Knee Joint Osteoarthritis
828,1,Clinical Trial Based on the Use of Mesenchymal Stem Cells From Autologous Bone Marrow in Patients With Lumbar Intervertebral Degenerative Disc Disease
829,1,Nesiritide in Resistant Hypertension
830,1,Evaluating Cardiovascular Phenotypes Using Induced Pluripotent Stem Cells
831,1,Mesenchymal Stromal Cells as Treatment of Chronic Graft-versus-host Disease
832,1,68Ga-DOTATATE PET/CT in Oncogenic Osteomalacia
833,1,Efficacy and Safety Study of Allogenic Mesenchymal Stem Cells for Patients With Chronic Graft Versus Host Disease
834,1,Follow-up Study of Autologous Adipose-derived Stem Cells (ANTG-ASC) for the Complex Fistula (ANTG-ASC-211)
835,1,Clinical Ex Vivo Expansion of Human Umbilical Cord Blood Stem and Progenitor Cells
836,1,Intrathecal Transplantation Of Autologous Adipose Tissue Derived MSC in the Patients With Spinal Cord Injury
837,1,Autologous Adipose-Derived Stromal Cells Delivered Intra-articularly in Patients With Osteoarthritis.
838,1,Autologous Bone Marrow Mesenchymal Stem Cell Transplantation for Chronic Stroke
839,1,The STem Cell Application Researches and Trials In NeuroloGy-2 (STARTING-2) Study
840,1,MSC and BMMNC in Type 2 Diabetes Mellitus
841,1,Intracoronary Autologous Mesenchymal Stem Cells Implantation in Patients With Ischemic Dilated Cardiomyopathy
842,1,Umbilical Cord Mesenchymal Stem Cells Transplantation Combined With Plasma Exchange for Patients With Liver Failure
843,1,"The Combined Effect of Mesenchymal Stem Cell, HA-CaSO4,BMP-2, and Implant in Inducing The Healing of Critical-Sized Bone Defect"
844,1,Safety and Efficacy of Human Umbilical Cord Derived Mesenchymal Stem Cells for Treatment of HBV-related Liver Cirrhosis
845,1,Mesenchymal Stem Cells for Multiple Sclerosis
846,1,"Evaluation of Safety and Exploratory Efficacy of CARTISTEM®, a Cell Therapy Product for Articular Cartilage Defects"
847,1,Molecular Mechanism Identification in Inherited Arrhythmias and Valvulopathies From Induced Pluripotent Stem Cells
