,count,Interventions
775,1,Device: Autologous Bone Marrow Derived Mesenchymal Stem Cells|Other: Sham incision
776,1,Drug: High dose allogeneic mesenchymal stromal cells|Drug: Low dose allogeneic mesenchymal stromal cells|Drug: Placebos
777,1,Biological: Mesenchymal Stromal Cells infusion
778,1,Biological: allogeneic human mesenchymal stem cells (hMSCs)|Other: Placebo
779,1,Drug: AstroStem and Donepezil Placebo|Drug: Donepezil and AstroStem Placebo
780,1,Biological: hCT-MSC
781,1,Biological: mesenchymal stem cells|Biological: limbal stem cells|Other: standard treatment
782,1,"Biological: Autologous bone-marrow derived, interferon gamma stimulated mesenchymal stromal cells"
783,1,Biological: UCMSCs|Other: Placebo
784,1,Procedure: Therapeutic Plasma exchange|Biological: Convalescent Plasma|Drug: Tocilizumab|Drug: Remdesivir|Biological: Mesenchymal stem cell therapy
785,1,Biological: DB-001|Other: Intravenous normal saline
786,1,Combination Product: Mesenchymal Stem cell + Nacl 0.9%|Combination Product: NaCl 0.9%
787,1,Biological: Umbilical Cord Lining Stem Cells (ULSC)|Other: Placebo (carrier control)
788,1,Biological: ALLO-ASC-SHEET
789,1,"Drug: Mesenchymal Stem Cell + NaCl 0,9% 2ml"
790,1,Drug: ALK inhibitor
791,1,Behavioral: Acute Resistance Exercise
792,1,"Biological: Bone-marrow aspiration, Intra-pancreatic Catheterisation of BM-MNC|Biological: Intravenous Infusion of UC-MSC"
793,1,Drug: MSC+placebo|Drug: MSC|Drug: Placebo
794,1,Drug: Tepotinib|Biological: Cetuximab
795,1,Other: Single dose experiments|Other: Multi-dose experiments
796,1,Procedure: Placenta-Derived MMSCs; Cryopreserved Placenta-Derived Multipotent Mesenchymal Stromal Cells|Drug: Antibiotics|Drug: Hormones|Drug: Anticoagulant Therapy|Device: Оxygen therapy
797,1,Diagnostic Test: ENDOPAT
798,1,Biological: SBI-101
799,1,Drug: pabolizumab|Drug: nafulizumab
800,1,Biological: autologous adipose-derived stem cells
801,1,Biological: Umbilical cord derived mesenchymal stem cells|Biological: Placebo
802,1,Biological: Autologous mesenchymal stem cells|Other: standard treatment
803,1,Biological: Mesenchymal Stem Cells from Wharton ́s jellyintravenous infusion of Mesenchymal Stem Cells from Wharton ́s jelly
804,1,Biological: Umbilical Cord Mesenchymal Stem Cells transplantation|Drug: drug therapy according to Vietnamese MOHS procedure
805,1,Biological: UMSC01
806,1,Other: BPF-001
807,1,Drug: Mesenchymal Stromal Stem Cells - KI-MSC-PL-205
808,1,Drug: Oseltamivir|Drug: Azithromycin|Biological: Umbilical Cord Mesenchymal Stem Cells
809,1,Biological: Celltex- AdMSCs
810,1,Biological: Human umbilical cord mesenchymal stem cells + best supportive care|Other: Placebo control + best supportive care
811,1,Device: Hemopurifier|Drug: Pembrolizumab 200mg IV
812,1,Biological: Placenta-derived MMSCs|Biological: Bone marrow-derived MMSCs|Drug: Hyalgan 20 mg in 2 ML Prefilled Syringe
813,1,Biological: Mesenchymal Stem Cells derived from Wharton Jelly of Umbilical cords
814,1,Biological: Remestemcel-L|Drug: Hydrocortisone|Drug: Diphenhydramine
815,1,Drug: Inotuzumab Ozogamicin
816,1,Biological: Autologous adipose-derived mesenchymal stem cells
817,1,Drug: Human Umbilical Cord Blood-derived Mesenchymal Stem Cells
818,1,"Other: Best Medical Management: Occupational and Physical Therapy|Biological: Autologous, Adipose Derived Mesenchymal Stem Cells"
819,1,Biological: Chondrogen|Biological: Placebo
820,1,Biological: ASC|Drug: Fibringlue
821,1,Biological: PrimePro|Other: Placebo
822,1,Drug: cyclophosphamide|Biological: CAR T cells
823,1,Drug: it-hMSC|Drug: Placebo
824,1,Other: Human amniotic mesenchymal stem cells
825,1,Biological: Cellgram-ED
826,1,Biological: low dose hMSC-Exos|Biological: medium dose hMSC-Exos|Biological: high dose hMSC-Exos|Biological: Dosage 1of hMSC-Exos|Biological: Dosage 2 of hMSC-Exos|Biological: No hMSC-derived exosomes
827,1,Drug: MR-MC-01
828,1,Biological: MSC|Drug: Control
829,1,Drug: ASCs|Drug: Cryostor CS10
830,1,Other: Best Practice|Biological: Mesenchymal Stem Cell
831,1,Biological: CAP-1002|Biological: Placebo
832,1,Biological: Ex vivo expanded Wharton's Jelly Mesenchymal Stem Cells|Biological: Placebo
833,1,Biological: Allogeneic MSC
834,1,Biological: MC0518|Biological: BAT
835,1,Drug: IP FT516|Drug: Enoblituzumab|Drug: IL-2
836,1,Procedure: Venous sampling
837,1,Device: Microsieve device|Device: Cell surface marker-based platform
838,1,Drug: Atezolizumab|Drug: Cyclophosphamide|Drug: Fludarabine|Biological: MAGE-A1-specific T Cell Receptor-transduced Autologous T-cells|Biological: PD1 Inhibitor
839,1,Biological: ALLO-ASC-DFU|Procedure: Vehicle Sheet
840,1,Drug: UC-MSCs|Drug: Placebo
841,1,Biological: Umbilical Cord Derived Mesenchymal Stem Cell (UC -MSC) Transplantation
842,1,Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Aldesleukin|Drug: Pembrolizumab (KEYTRUDA(R))|Biological: Individual Patient TCR-Transduced PBL
843,1,"Biological: analysis (protein, lipid, RNA ...) of circulating exosomes, size and number|Other: Gathering additional information about the patient's cancer|Diagnostic Test: Diagnostic test"
844,1,Biological: Descartes 30
845,1,Other: Mesenchymal stromal cell-based therapy
846,1,Drug: AstroStem-V
847,1,Diagnostic Test: Exosome sampling
848,1,Diagnostic Test: different serum and urine biomarkers
849,1,Drug: allogeneic mesenchymal stem cell|Other: Placebo
850,1,Biological: MSCs Derived Pleiotropic Factors|Other: physiological saline
851,1,Biological: CYP-001
852,1,"Drug: Anti-Thymocyte Globulin (Rabbit)|Drug: Fludarabine|Drug: Cyclophosphamide|Drug: Mesna|Drug: G-CSF|Radiation: Total Lymphoid Irradiation (TLI)|Device: CliniMACS|Biological: HPC, A Infusion|Biological: CD45RA-depleted DLI"
853,1,Biological: The pleiotropic factor derived from mesenchymal stem cells
854,1,Biological: Dermatophagoides pteronyssinus allergen|Procedure: Blood sampling|Procedure: Bronchial challenge with allergen
855,1,Biological: Dosage 1 of MPCs-derived exosomes|Biological: Dosage 2 of MPCs-derived exosomes|Biological: No MPCs-derived exosomes
856,1,Biological: Allogenic transplant of BM-MSC in a root canal from patients with immature apexes and pulpar necrosis and apical periodontitis
857,1,Biological: Human Cord Tissue Mesenchymal Stromal Cells (hCT-MSCs)
858,1,Biological: Intravenous infusion placebo|Biological: Intravenous infusion WJMSCs
859,1,Biological: Intravenous infusion human umbilical Wharton's jelly-derived mesenchymal stem Cell or placebo PBS
860,1,Procedure: platelet rich plasma injection in post burn facial scar|Procedure: fat injection in post burn facial scar
861,1,Drug: Cyclophosphamide|Drug: Fludarabine|Biological: Tumor-Infiltrating Lymphocytes (TIL)|Drug: Aldesleukin
862,1,Other: receiving general anesthesia
863,1,Biological: Bone marrow mesenchymal stem cells transfer|Drug: Best medical treatment|Procedure: Percutaneous coronary intervention
864,1,Other: LDCT (Low Dose CT)
865,1,Biological: CARTISTEM®|Procedure: Microfracture
866,1,"Drug: Adipose derived, autologous mesenchymal stem cells"
867,1,Biological: WJ-MSCs
868,1,Biological: 1X level of MSCs-Exo|Biological: 2X level of MSCs-Exo|Biological: 4X level of MSCs-Exo|Biological: 6X level of MSCs-Exo|Biological: 8X level of MSCs-Exo
869,1,Biological: Human umbilical cord mesenchymal stem cells（HUC-MSCs）|Biological: Placebo
870,1,Biological: Mesenchymal Stem Cells with Arthoscopy|Biological: Mesenchymal Stem Cells without Arthoscopy|Biological: Conditioned Medium without Arthoscopy
871,1,Biological: Umbilical Cord Mesenchymal Stem Cells|Biological: Conditioned Medium|Other: Standard Therapy
872,1,Biological: Umbilical Cord Mesenchymal Stem Cell (UC-MSC)|Biological: Conditioned Medium (CM)
873,1,Biological: NestaCell®|Biological: Placebo
874,1,Drug: Trabectedin
875,1,Drug: human amniotic mesenchymal stem cell
876,1,Procedure: Cardiac catheterization|Biological: Intracoronary administration of the umbilical cord-derived mesenchymal stromal cells
877,1,Biological: Umbilical Cord-Mesenchymal Stem Cells and Conditioned Medium|Biological: Conditioned Medium|Biological: Triamcinolone Acetonide
878,1,Biological: Autologous Mesenchymal Stem Cells Treatment (MSCs)|Drug: Hyaluronic acid (HA)
879,1,Drug: PEP in Acute Myocardial Infarction
880,1,Drug: Interferon gamma (IFNγ)-primed human bone marrow-derived mesenchymal stromal cells
881,1,Biological: Umbilical cord Wharton's jelly-derived human|Other: NaCl 0.9%
882,1,Biological: allogeneic human dental pulp stem cells (BSH BTC & Utooth BTC)|Other: Intravenous saline injection (Placebo)
883,1,Device: Marrow Cellution System
884,1,Biological: Dental pulp mesenchymal stem cells
885,1,Device: iPSC-derived RPE/PLGA transplantation|Biological: Atuologous iPSC-derived RPE on PGLA
886,1,Biological: MSCs-derived exosomes
887,1,Biological: Cotransplant with MSCs
888,1,Biological: Allogeneic Umbilical Cord Tissue-Derived Mesenchymal Stromal Cells
889,1,Diagnostic Test: Genomic analysis
890,1,Biological: CL2020 cells
891,1,Biological: adipose derived stem cells exosomes
892,1,Biological: UC-MSCs|Drug: Placebo
893,1,Device: Lipogems|Drug: Normal Saline
894,1,Drug: Calcipotriol ointment|Drug: PSORI-CM01 Granule|Biological: adipose-derived multipotent mesenchymal stem cells
895,1,Other: Alogenic adipose tissue-derived stem cells|Drug: Placebo solution
896,1,Behavioral: Mindfulness Based-Cognitive Therapy (MBCT)|Behavioral: Emotion Focused Therapy Group for Cancer Recovery (EFT-CR)|Other: Treatment as usual (no intervention)
897,1,Diagnostic Test: Intestinal microbiome new generation sequencing
898,1,Drug: Platelet- and extracellular vesicle-rich plasma|Drug: Standard conservative treatment
899,1,Biological: Human umbilical cord mesenchymal stem cells|Procedure: Routine treatment
900,1,Other: Acquisition of blood samples and tumour tissue samples (biopsies)
901,1,Biological: Collection and expansion of BM-MSC|Diagnostic Test: VI-SCI evaluation and patients' follow up
902,1,Drug: HCR040 (Phase 1)|Drug: Placebo (Phase 2)|Drug: HCR040 (Phase 2)
903,1,Biological: MSC-KI-PL-204
904,1,Combination Product: Advanced medicinal Therapy (MSC combined with biomaterial)|Procedure: Autologous bone graft
905,1,Biological: CAP-1002 Allogeneic Cardiosphere-Derived Cells
906,1,Biological: autologous adipose tissue derived stromal vascular fraction (SVF)
907,1,Biological: Infusion IV of Mesenchymal Stem cells
908,1,"Drug: Wharton's jelly derived Mesenchymal stem cells.|Drug: Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)"
909,1,Biological: Allogenic pooled olfactory mucosa-derived mesenchymal stem cells|Other: Standard treatment according to the Clinical protocols
910,1,Biological: Zofin|Other: Placebo
911,1,Biological: MSCTC-0010
912,1,Drug: Allogeneic adipose derived mesenchymal stem cells
913,1,Biological: low dosage MSCs-Exos administrated for nasal drip|Biological: mild dosage MSCs-Exos administrated for nasal drip|Biological: high dosage MSCs-Exos administrated for nasal drip
914,1,Biological: COVID-19 Specific T Cell derived exosomes (CSTC-Exo)
915,1,Biological: PLX-PAD|Biological: Placebo
916,1,Drug: XCEL-UMC-BETA|Other: Placebo
917,1,Drug: Adipose Derived Mesenchymal Stem Cells
918,1,Biological: Remestemcel-L|Drug: Placebo
919,1,Biological: MSC Treatment|Biological: Saline Control
920,1,Biological: EHM implantation
921,1,Procedure: Bone Marrow Harvest
922,1,Biological: BM-Allo.MSC|Biological: Placebo
923,1,Biological: Human cord tissue mesenchymal stromal cells (hCT-MSC) manufactured by Duke University.|Other: Placebo
924,1,"Device: PET/CT, H-MRS and MRI"
925,1,Drug: Single bilateral intra-articular injection of allogeneic BM-MSCs for lumbar facet joint arthropathy
926,1,Other: human umbilical cord mesenchymal stem cells
927,1,Drug: Oseltamivir|Drug: hormones|Device: oxygen therapy|Procedure: mesenchymal stem cells
928,1,Drug: JointStem|Other: Placebo Control
929,1,Biological: infusion of ADR-001 (Mesenchymal stem cell)
930,1,Biological: UCMSC|Other: Placebo
931,1,Biological: Mesenchymal Stromal Cells|Other: Supportive Care
932,1,Biological: BM-MSCs|Biological: Placebo
933,1,Biological: HB-adMSCs|Other: Placebos
934,1,Drug: Allogeneic and expanded adipose tissue-derived mesenchymal stromal cells
935,1,Biological: ONCR-177|Biological: pembrolizumab
936,1,Biological: bone marrow mesenchymal stem cells|Biological: Adipose Mesenchymal stem cells|Biological: bone marrow & adipose mesenchymal stem cells injection
937,1,Biological: Autologous Adipose MSC's
938,1,Biological: Umbilical Cord Mesenchymal Stem Cells + Heparin along with best supportive care.|Other: Vehicle + Heparin along with best supportive care
939,1,Biological: Exosome of MSC
940,1,Drug: Remestemcel-L
941,1,Biological: Allogeneic Umbilical Cord Mesenchymal Stem Cell
942,1,Diagnostic Test: ExoDx Prostate
943,1,Biological: HB-adMSC|Other: Placebo
944,1,Drug: FT516
945,1,Drug: AB-16B5|Drug: Docetaxel
946,1,Biological: Cell therapy protocol 1|Biological: Cell therapy protocol 2
947,1,Biological: Mesenchymal cells|Drug: Standard of care
948,1,Drug: ALLOGENEIC AND EXPANDED ADIPOSE TISSUE-DERIVED MESENCHYMAL STEM CELLS
949,1,Other: Long term follow up
950,1,Drug: Mesenchymal stem cells isolated from Wharton's jelly
951,1,Procedure: IV administration of Genetically Engineered Hematopoietic Stem/Progenitors Cells (HSPCs)|Biological: Genetically Engineered Hematopoietic Stem/Progenitor Cells|Other: Laboratory Biomarker Analysis|Biological: Filgrastim|Drug: Plerixafor|Procedure: Bone Marrow Aspiration
952,1,Other: Autologous extracellular vesicles from serum
953,1,Biological: human umbilical cord-derived mesenchymal stem cells|Other: saline
954,1,Procedure: Maxillary sinus floor elevation grafting with synthetic bone substitute.
955,1,Drug: Tociliziumab group|Drug: Methylprednisolone group
956,1,Diagnostic Test: DNA methylation analysis|Diagnostic Test: Proteomics analysis|Diagnostic Test: Still Face Paradigm
957,1,Biological: Conditioned Medium|Biological: Umbilical Cord Mesenchymal Stem Cells|Procedure: Neurologic and Neutrophic Drugs
958,1,Biological: administered an autologous adipose-derived mesenchymal stem cell spheroid pretreated with matrillin 3
959,1,Biological: Human umbilical cord-derived mesenchymal stem cells (hUC-MSCs)|Procedure: Marrow cellution
960,1,Biological: Autologous adipose-derived stem cells
961,1,Drug: WJ-MSC|Drug: Teriparatide
962,1,Biological: Allogeneic human menstrual blood stem cells secretome|Other: Intravenous saline injection
963,1,Drug: Bone marrow mesenchymal stem cells|Drug: hyaluronic acid
964,1,Drug: Albuterol Sulfate|Drug: Interferon gamma-primed mesenchymal stromal cells (MSCs)|Drug: Prednisone
965,1,Biological: Human umbilical cord mesenchymal stem cells (UC-MSCs)
966,1,Genetic: AAV2-BDNF Gene Therapy|Biological: AAV2-BDNF Gene Therapy
967,1,Biological: Cellgram-CKD
968,1,Biological: Low Density Lipoprotein Receptor mRNA Exosomes
969,1,Biological: Umbilical Cord-Derived Wharton's Jelly Mesenchymal Stem Cells (WJ-MSCs)|Other: Conventional Treatment
970,1,Biological: AloCelyvir
971,1,Biological: P140K-MGMT|Drug: O6-benzylguanine|Radiation: Photon Based Radiotherapy|Drug: temozolomide|Drug: Filgrastim|Drug: carmustine
972,1,Biological: Biological/Vaccine: Allogeneic HB-adMSCs|Other: Placebo
973,1,Device: EV-array
974,1,Biological: human umbilical cord mesenchymal stem cells|Other: human serum albumin
975,1,Drug: EPO|Other: Control group - saline injection
976,1,Drug: TH-SC01
977,1,"Biological: HS-001 CS|Device: HS-001-D needle, HS-001-D Adaptor"
978,1,Biological: human derived umbilical cord derived mesenchymal stem cells
979,1,Genetic: autologous peripheral blood mesenchymal stem cell|Procedure: Microfracture|Combination Product: Microfracture + collagen membrane|Procedure: Autologous osteochondral transplantation
980,1,Biological: it-hMSC
981,1,Biological: human umbilical cord blood derived mesenchymal stem cells
982,1,Biological: IMS001
983,1,Biological: GEM00220
984,1,Drug: Exosomes overexpressing CD24
985,1,Biological: COVI-MSC|Biological: Placebo
986,1,Biological: allo-APZ2-CVU|Drug: Placebo
987,1,Drug: gender affirming hormonal treatment in transgender men|Drug: gender affirming hormonal treatment in transgender women
988,1,Drug: hUC-MSC infusion (BC-U001)
989,1,Biological: stem cells|Other: placebo
990,1,Biological: PN-101
991,1,Procedure: ORIF + autograft|Procedure: ORIF + FD BHA/Secretome
992,1,Biological: hiPSC-CM therapy
993,1,Drug: REGN5093-M114
994,1,Drug: WJ-MSC (XCEL-UMC-BETA)|Drug: Placebo
995,1,Diagnostic Test: The lungs causes and extrapulmonary factors
996,1,Biological: Exosomes (sEVs)
997,1,Behavioral: Combined aerobic exercise and cognitive training program
998,1,Drug: Dental pulp mesenchymal cell injection|Drug: Dental pulp mesenchymal cell vehicle|Drug: fluoxetine hydrochloride capsule
999,1,Drug: Bone Marrow MSC Derived Extracellular Vesicle Isolate
1000,1,Biological: Normoxic Allogenic UCMSC|Other: Normal saline solution
1001,1,Biological: Low dose UCMSCs|Biological: Moderate dose UCMSCs|Biological: High dose UCMSCs
1002,1,Biological: Umbilical Cord Mesenchymal Stem Cell Therapy
1003,1,Biological: Conventional therapy plus low dose UCMSCs treatment|Biological: Conventional therapy plus medium dose UCMSCs treatment|Biological: Conventional therapy plus high dose UCMSCs treatment
1004,1,Biological: ALLO-ASC-SHEET|Other: Vehicle Control
1005,1,Biological: BC-101
1006,1,Biological: AlloRx Stem Cells®|Other: Placebo control
1007,1,Biological: HB-adMSCs (allogeneic)|Other: Placebo
1008,1,Combination Product: CYP-006TK
1009,1,Other: no intervention
1010,1,Biological: Olfactory mucosa-derived mesenchymal stem cells|Other: Standard treatment of type Allergic Rhinitis according to the clinical protocols|Other: Standard treatment of type Chronic Polypous Rhinosinusitis according to the clinical protocols
1011,1,Biological: Autologous Mesenchymal Stem Cells|Other: Placebo
1012,1,Biological: AB-205|Other: Placebo
1013,1,Biological: SMUP-IA-01(low dose)|Biological: SMUP-IA-01(mid dose)|Drug: Active Control Group Sodium chloride
1014,1,Biological: Application of exosomes in a whole blood assay
1015,1,Diagnostic Test: Blood sample collection
1016,1,Drug: Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles|Other: Saline
1017,1,Biological: Injection of secretome - mesenchymal stem cell|Other: Placebo|Drug: Standard treatment of Covid-19
1018,1,Biological: the ATMP Protrans
1019,1,Biological: Aadipose-Derived Mesenchymal Stem Cells
1020,1,Biological: PF-07263689|Biological: Sasanlimab
1021,1,Drug: Autologous BM-MSC|Procedure: Sham
1022,1,Drug: Ossium vBM-MSC|Other: Placebo
1023,1,Drug: AGLE-102
1024,1,Drug: MesoCellA-Ortho administration|Drug: HA administration
1025,1,Drug: M032|Drug: Pembrolizumab
1026,1,Drug: Autologous MSCs|Drug: Allogenic MSCs|Drug: Hyaluronic Acid
1027,1,Device: flow cytomery
1028,1,Biological: C5252
1029,1,Biological: Dehydrated human amnion/chorion membrane
1030,1,Biological: Bone marrow-derived mesenchymal stem cells|Other: Placebo
1031,1,Biological: Virus-specific Cytotoxic T-lymphocytes
1032,1,Drug: UC-MSC infusion
1033,1,Drug: Capmatinib 150 mg|Drug: Capmatinib 200 mg
1034,1,Drug: Descartes-25
1035,1,Biological: HB-adMSCs|Drug: Placebo
1036,1,Biological: Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles|Other: Saline
1037,1,Biological: Synovial Tissue and Fat Pad Stromal Vascular Fraction
1038,1,Biological: Blood samples at 2 sites: peripheral vein and tumor-draining vein
1039,1,Biological: Allogeneic Human Umbilical Cord Mesenchymal Stem Cells
1040,1,Biological: HB-adMSCs|Other: Placebo
1041,1,Drug: UC-MSC|Drug: Anti-CD25 mAb
1042,1,Drug: Differentiation Markers
1043,1,Other: Mesenchymal stem cells
1044,1,Drug: adipose derived mesenchymal stromal cells|Drug: Saline
1045,1,Diagnostic Test: ExoDx Prostate(IntelliScore)
1046,1,Drug: Umbilical Cord Lining Stem Cells
1047,1,Behavioral: Mindfulness Based Cognitive Therapy (MBCT)|Other: Treatment as Usual
1048,1,Drug: COVI-MSC|Drug: Placebo
1049,1,Other: Autologous stem cells|Drug: Corticosteroid|Drug: Local anesthetic
1050,1,Procedure: Autologous bone marrow aspirate will be harvested and concentrated to a bone marrow aspirate concentrate (BMAC) containing bone marrow derived mesenchymal stem cells and delivered to site of operation|Procedure: Control group incision
1051,1,Diagnostic Test: urinary extracellular vesicle concentration|Diagnostic Test: blood sample
1052,1,Procedure: Biospecimen Collection|Other: Electronic Health Record Review
1053,1,Drug: 50 Adipose Derived Stem Cell Infusion|Drug: 150 Adipose Derived Stem Cell Infusion|Drug: 300 Adipose Derived Stem Cell Infusion|Drug: Placebo Infusion
1054,1,Other: Cellular Therapy|Drug: Ruxolitinib
1055,1,Drug: Bosutinib
1056,1,Biological: Lenzumestrocel|Drug: Riluzole|Drug: Placebo Comparator
1057,1,Biological: Pneumococcal conjugate vaccine (PCV13)|Biological: CD19 targeted CAR T Cell Therapy
1058,1,Drug: EXO-CD24
1059,1,Other: MSCs|Drug: Saline
1060,1,Drug: Adipose derived stromal cells intravenously injected
1061,1,Dietary Supplement: Natural supplement containing nanovesicles delivered from Citrus Limon (L.) juice_MetS|Dietary Supplement: Placebo (without any active ingredients)|Dietary Supplement: Natural supplement containing nanovesicles delivered from Citrus Limon (L.) juice_HS
1062,1,Procedure: Adipose tissue injection associated with endorectal advancement flap.
1063,1,Drug: Bexarotene|Drug: Capecitabine
1064,1,Biological: Placental Mesenchymal Stem Cells seeded on a commercially available dural graft extracellular matrix|Other: Untreated contemporaneous cohort
1065,1,Procedure: specimen sample collection
1066,1,Procedure: Nerve transfer procedure|Procedure: Nerve transfer with HAM-AdMSC composite wrapping
1067,1,Drug: MSC11FCD
1068,1,Drug: ZofinTM
1069,1,Biological: Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment
1070,1,Biological: Clusters of adipose-derived mesenchymal stem cells (Dose: 1 x 10^7 cells/1 mL/vial)|Biological: Clusters of adipose-derived mesenchymal stem cells (Dose: 1 x 10^8 cells/1 mL/vial)
1071,1,Biological: 10% PEP|Drug: TISSEEL|Biological: 20% PEP
1072,1,Procedure: Tendon repair procedure|Procedure: Tendon repair augmented with AAdMSC-HAM composite
1073,1,Biological: Human (allogeneic) iPS cell derived-cardiomyocyte sheet
1074,1,Procedure: Cardiac evaluation and blood sampling
1075,1,Procedure: Autologous adipose derived Mesenchymal Stromal Cells (MSC) injection into the knee joint
1076,1,Other: Observational
1077,1,Biological: PrimePro™/ PrimeMSK™
1078,1,Drug: Nefopam|Other: Placebo (Vehicle)
1079,1,Biological: Cellgram-LC
1080,1,Biological: Mesenchymal stem cells|Drug: Glucocorticoids|Drug: cyclosporine
1081,1,Biological: ADR-002K administration
1082,1,Biological: SVF treatment
1083,1,Biological: Injection of Secretome-MSCs|Drug: Standard treatment of Covid-19
1084,1,Biological: Umbilical Cord Mesenchymal Stem Cells transplantation|Drug: standard frailty treatment and supplementary medication
1085,1,Biological: UMC119-06-05|Device: Hyaluronic acid
1086,1,Biological: CELLISTEM-OA|Drug: Triamcinolone acetonide
1087,1,Biological: Allogeneic Wharton's jelly-MSCs (WJ-MSC)|Other: Placebo
1088,1,Drug: Allogeneic adipose-derived mesenchymal stem cells (MSC)-Single Infusion|Drug: Allogeneic adipose-derived mesenchymal stem cells (MSC)-Two Infusions
1089,1,Biological: Autologous Adipose Mesenchymal Stem Cell Implantation|Biological: Allogeneic Umbilical Cord Mesenchymal Stem Cell Implantation|Biological: Allogeneic Umbilical Cord Mesenchymal Stem Cell and Adipose Secretome Implantation
1090,1,Biological: Wharton jelly derived mesenchymal stem cell|Device: Repetitive electromagnetic stimulation
1091,1,"Procedure: Sigmoidoscopy and biopsy, blood work"
1092,1,Biological: RGV004
1093,1,Biological: adypose mesenchymal conditioned medium and ligament derived conditioned medium
1094,1,Diagnostic Test: biomarkers detection in different groups
1095,1,Biological: Platelet rich plasma (PRP) with exosomes
1096,1,Biological: ProTrans®
1097,1,Biological: Mesenchymal Stem Cells Transplantation
1098,1,Drug: CovenD24
1099,1,Biological: HER2 Specific CAR T Cell
1100,1,Biological: COVI-MSC
1101,1,"Diagnostic Test: using salivary miRNA (412,512)"
1102,1,Biological: UMC119-06-05
1103,1,Genetic: Allogeneic MSC|Drug: Placebo
1104,1,Procedure: Supplementary blood samples collection during the normal follow up of the patients
1105,1,Procedure: Seton Placement|Drug: AVB-114
1106,1,Biological: AloCELYVIR
1107,1,Biological: MB-CART2019.1
1108,1,Drug: Autologous BM-MSC|Other: Sham Procedure
1109,1,Drug: Platelet- and extracellular vesicle-rich plasma|Procedure: Control group
1110,1,Biological: Injection of stem cells in sub-tenon space of eye for the management of retinitis pigmentosa|Biological: Injection of stem cells in suprachoroidal space of eye for the management of Retinitis Pigmentosa
1111,1,Drug: 100 million Allogeneic Mesenchymal Human Stem Cells|Other: Placebo
1112,1,Biological: Stem cells|Biological: Placebo
1113,1,Biological: hMSC
1114,1,Drug: PSORI-CM01 formula|Drug: Gu Ben Hua Yu formula|Biological: adipose-derived multipotent mesenchymal stem cells
1115,1,Drug: Mesenchymal stem cells
1116,1,Drug: MSC-exosomes delivered intravenously every other day on an escalating dose: (2:4:8)|Drug: MSC-exosomes delivered intravenously every other day on an escalating dose (8:4:8)|Drug: MSC-exosomes delivered intravenously every other day (8:8:8)
1117,1,Biological: CS20AT04 (allogenic bone marrow derived mesenchymal stem cell)
1118,1,Biological: DelNS1-nCoV-RBD LAIV|Biological: Matching placebo
1119,1,Biological: Umbilical Cord-derived Mesenchymal Stem Cells|Drug: Placebo
1120,1,Biological: expanded autologous bone marrow derived MSC
1121,1,Other: Taking 5 ml of venous blood at different time intervals|Other: Taking 5 ml EDTA-stabilized ascitic fluid sampled during laparoscopy if any
1122,1,Biological: Mesenchymal stem cells (MSC)
1123,1,Genetic: Human umbilical cord-derived mesenchymal stem cells (hUC-MSCs)
1124,1,Drug: JOINTSTEM
1125,1,Procedure: Injection of autologous adipose tissue in anal fistula
1126,1,Combination Product: CD 34 and MSC infusion|Drug: Standard of care for Cirrhosis management
1127,1,Biological: Catholic MASTER cell|Other: Saline
1128,1,Biological: BM-MSC
1129,1,Biological: Stem cell-derived derived pleiotropic factor|Biological: fibroblast growth factor
1130,1,Biological: Mesenchymal Stromal Stem Cells (MSCs) Infusion|Other: Normal Saline (Placebo) Infusion
1131,1,Procedure: Epicardial fat biopsy
1132,1,Biological: MSC and PRP
1133,1,Biological: Allogeneic Human Mesenchymal Stem Cells (hMSCs)|Drug: Placebo
1134,1,Diagnostic Test: observational(urinary biomarker for kidney allograft fibrosis)
1135,1,Other: Ginger exosomes|Other: Aloe exosomes|Other: Placebo
1136,1,Other: exosomes analysis
1137,1,Biological: Donor-derived Mesenchymal Stromal Cells|Drug: alemtuzumab|Drug: belatacept|Drug: sirolimus|Drug: mycophenolate mofetil|Drug: mycophenolate acid|Drug: prednisone
1138,1,Drug: Umbilical Cord Mesenchymal Stem Cells
1139,1,Drug: Trikafta
1140,1,Radiation: 18F-FHBG|Biological: Aldesleukin|Biological: Cellular Therapy|Procedure: Computed Tomography|Biological: Filgrastim|Other: Laboratory Biomarker Analysis|Drug: Lenalidomide|Procedure: Leukapheresis|Drug: Melphalan|Drug: Plerixafor|Procedure: Positron Emission Tomography
1141,1,Drug: Jointstem
1142,1,Biological: mesenchymal stromal cells
1143,1,Drug: UCMSC|Drug: UDCA
1144,1,Drug: Umbilical Cord Mesenchymal Stem Cells|Drug: Placebos
1145,1,Drug: Umbilical Cord Mesenchymal Stem Cells|Drug: Placebo
1146,1,Biological: Allogeneic Bone Marrow Derived Multipotent Mesenchymal Stromal Cells (MSCs)|Biological: Placebo
1147,1,Biological: Longeveron Mesenchymal Stem Cells
1148,1,Biological: UC-MSC
