"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
63,"NCT03267160","A Study of Exosome Proteomics and Hemodynamics in Sepsis",,"Completed","No Results Available","Hemodynamic Instability|Autophagy","Diagnostic Test: Hemodynamic parameters","Change of hemodynamic parameters (heart contractility: CFI)|Change of hemodynamic parameters (preload: GEDI)|Change of hemodynamic parameters (afterload: SVRI)|Change of hemodynamic parameters (fluid responsiveness: SVV)|Change of hemodynamic parameters (lung water: ELWI)|Change of hemodynamic parameters (lung permeability: PVPI)|Autophagy biomarkers in exosomes: LC3II (Western blots)|Autophagy biomarkers in exosomes: LC3II (NTA)|Autophagy modifiers in exosomes: mTOR (Western blots)|Autophagy modifiers in exosomes: mTOR (NTA)|Autophagy modifiers in exosomes: HSP70 (Western blots)|Autophagy modifiers in exosomes: HSP70 (NTA)|Autophagy modifiers in exosomes: sequestosome 1 (Western blots)|Autophagy modifiers in exosomes: sequestosome 1 (NTA)|Exosomes marker: CD9 (Western blots)|Exosomes marker: CD9 (NTA)|ICU mortality|28-day mortality|Hospital mortality|Length of stay in ICU|Length of stay in hospital","Taipei Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation","All","20 Years to 99 Years   (Adult, Older Adult)",,"30","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","05-XD15-039","January 18, 2017","January 30, 2020","January 30, 2020","August 30, 2017",,"February 10, 2021","Division of Pulmonary and Critical Care Medicine, Department of Internal Medicine, Taipei Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT03267160"
64,"NCT05101655","Construction of Microfluidic Exosome Chip for Diagnosis of Lung Metastasis of Osteosarcoma",,"Enrolling by invitation","No Results Available","Osteosarcoma|Pulmonary Metastases",,"The association of disease recurrence with plasma levels of exosome and its subgroups.|The change of plasma exosome level during the postoperative surveillance from baseline|The correlation of the therapeutic response with plasma levels of exosome and its subgroups.|The correlation of microfluidic chip based exosome quantification with conventional approach","Ruijin Hospital","All","12 Years to 60 Years   (Child, Adult)",,"45","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","(2020)LLS-NO395","October 1, 2020","September 30, 2022","September 30, 2022","November 1, 2021",,"November 1, 2021","Ruijin Hospital Shanghai Jiao Tong University School of Medicine, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT05101655"
65,"NCT03974204","Analyses of Exosomes in the Cerebrospinal Fluid for Breast Cancer Patients With Suspicion of Leptomeningeal Metastasis.",,"Withdrawn","No Results Available","Breast Cancer|Leptomeningeal Metastasis","Procedure: Cerebrospinal fluid and blood sample collection at the initial diagnostic assessment|Procedure: Cerebrospinal fluid and blood sample collection if conclusions of initial diagnostic assessment are ""Lack of evidence"" according to EANO-ESMO classification|Procedure: Cerebrospinal fluid and blood sample collection if conclusions of initial diagnostic assessment are ""confirmed"", ""probable"" or ""possible"", leading to leptomeningeal metastase specific treatment","Proteomic profiles issued from cerebrospinal fluid at diagnosis|Cytology of cerebrospinal fluid at diagnosis|Proteomic profiles issued from cerebrospinal fluid|Histological subtype|Hormonal receptors status|Likehood of leptomeningeal metastasis according to the EANO-ESMO classification.|Overall survival|Proteomic profiles issued from blood","Centre Oscar Lambret","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","0","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","Exo-LCR-1807|2018-A02358-47","July 2019","October 2022","October 2023","June 4, 2019",,"October 12, 2021","Centre Oscar Lambret, Lille, Hauts-de- France, France|Centre Hospitalier Régional Universitaire de Lille, Lille, Hauts-de-France, France",,"https://ClinicalTrials.gov/show/NCT03974204"
66,"NCT01860118","LRRK2 and Other Novel Exosome Proteins in Parkinson's Disease",,"Completed","No Results Available","Parkinson's Disease",,"Biomarkers|LRRK2 expression and/or phosphorylation","University of Alabama at Birmingham|National Institute of Neurological Disorders and Stroke (NINDS)","All","21 Years and older   (Adult, Older Adult)",,"601","Other|NIH","Observational","Observational Model: Cohort|Time Perspective: Prospective","X121207003|1U18NS082132","January 2013","June 21, 2016","June 21, 2016","May 22, 2013",,"May 11, 2018","University of Alabama at Birmingham Sparks Center, Birmingham, Alabama, United States",,"https://ClinicalTrials.gov/show/NCT01860118"
67,"NCT01779583","Circulating Exosomes As Potential Prognostic And Predictive Biomarkers In Advanced Gastric Cancer Patients (""EXO-PPP Study"")","EXO-PPP","Unknown status","No Results Available","Gastric Cancer",,"• Characterization of the molecular profile in tumor derived exosomes from advanced gastric cancer patients undergoing first-line chemotherapy|• Correlation of plasma level and kinetics of gastric cancer derived exosomes (at baseline and monthly during therapy until tumor progression or death) and time-to-event end-points: Overall survival, Progression-free survival and Overall response rate.","Hospital Miguel Servet|Centro Nacional de Investigaciones Oncologicas CARLOS III|Aragon Institute of Health Sciences","All","18 Years and older   (Adult, Older Adult)",,"80","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","EXO-PPP study","January 2013","January 2016",,"January 30, 2013",,"March 25, 2015","Medical oncology Department, Miguel Servet University Hospital, Zaragoza, Spain",,"https://ClinicalTrials.gov/show/NCT01779583"
68,"NCT02890849","Clinical Research for the Consistency Analysis of PD-L1 in Cancer Tissue and Plasma Exosome","RadImm01","Unknown status","No Results Available","NSCLC","Other: Liquid biopsy","The match rate of PD-L1 protein expression in cancer tissue and PD-L1 mRNA expression in pExo.|The match rate of PD-L1 protein expression and PD-L1 mRNA in tumor tissue.","Xinqiao Hospital of Chongqing","All","Child, Adult, Older Adult","Not Applicable","60","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","XQonc-004","October 2016","June 2019",,"September 7, 2016",,"September 7, 2016",,,"https://ClinicalTrials.gov/show/NCT02890849"
69,"NCT02702856","Clinical Validation of a Urinary Exosome Gene Signature in Men Presenting for Suspicion of Prostate Cancer",,"Completed","No Results Available","Prostate Cancer","Other: ExoIntelliScore Prostate","Correlate an exosome gene expression signature with the presence or absence of high grade prostate cancer in the prostate needle biopsy.","Exosome Diagnostics, Inc.","Male","50 Years and older   (Adult, Older Adult)",,"2000","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","ECT2014-001A","May 2014","April 2015","June 2015","March 9, 2016",,"March 9, 2016",,,"https://ClinicalTrials.gov/show/NCT02702856"
70,"NCT03109873","Metformin Hydrochloride in Affecting Cytokines and Exosomes in Patients With Head and Neck Cancer",,"Completed","Has Results","Larynx|Lip|Oral Cavity|Pharynx","Radiation: External Beam Radiation Therapy|Drug: Metformin Hydrochloride|Other: Placebo","Cytokine/Chemokine Profile|Mucositis Assessed Using WHO Classification|Objective Response Rate|Exosome Profile|Incidence of Toxicities","Sidney Kimmel Cancer Center at Thomas Jefferson University|Thomas Jefferson University","All","18 Years to 90 Years   (Adult, Older Adult)","Early Phase 1","9","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Supportive Care","16D.639","January 5, 2017","July 31, 2020","July 31, 2020","April 12, 2017","November 20, 2019","December 29, 2020","Sidney Kimmel Cancer Center at Thomas Jefferson University, Philadelphia, Pennsylvania, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/73/NCT03109873/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03109873"
71,"NCT02869685","Clinical Research for the Consistency Analysis of PD-L1 in Lung Cancer Tissue and Plasma Exosome Before and After Radiotherapy","RadImm02","Unknown status","No Results Available","NSCLC","Radiation: radiotherapy","The match rate of PD-L1 protein expression in tumor tissue and PD-L1 mRNA expression in pExo before radiotherapy.|The match rate of PD-L1 protein expression in tumor tissue and PD-L1 mRNA expression in pExo after radiotherapy.|The best radiotherapy-division which can make PD-L1 express more.|The best timing of radiotherapy which can make PD-L1 express more.|Correlation between PD-L1 expression through radiation-induced and the ORR.|Correlation between PD-L1 expression through radiation-induced and the radiation pneumonitis.","Xinqiao Hospital of Chongqing","All","18 Years to 75 Years   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","XQonc-003","October 2016","June 2019",,"August 17, 2016",,"September 1, 2016",,,"https://ClinicalTrials.gov/show/NCT02869685"
72,"NCT04850469","Study of MSC-Exo on the Therapy for Intensively Ill Children",,"Not yet recruiting","No Results Available","Sepsis|Critical Illness",,"The death rate of children|Marshall Multiple Organ Dysfunction Score|the age, PaO2/FlO2, and plateau pressure score (APPS)|length of stay in PICU","Children's Hospital of Fudan University","All","up to 18 Years   (Child, Adult)",,"200","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","fdpicu-13","January 1, 2022","December 31, 2023","December 31, 2024","April 20, 2021",,"April 20, 2021","Children's Hospital of Fudan University, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04850469"
73,"NCT01159288","Trial of a Vaccination With Tumor Antigen-loaded Dendritic Cell-derived Exosomes","CSET 1437","Completed","No Results Available","Non Small Cell Lung Cancer","Biological: Dex2","Progression free survival","Gustave Roussy, Cancer Campus, Grand Paris","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 2","41","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IGR Dex2","May 19, 2010","December 19, 2015","December 19, 2015","July 9, 2010",,"March 29, 2018","Institut Gustave Roussy, Villejuif, France",,"https://ClinicalTrials.gov/show/NCT01159288"
74,"NCT01344109","A Pilot Study of Tumor-Derived Exosomes as Diagnostic and Prognostic Markers in Breast Cancer Patients Receiving Neoadjuvant Chemotherapy",,"Withdrawn","No Results Available","Breast Neoplasms",,"To characterize protein surface markers and RNA profiles in tumor derived exosomes from breast cancer patients undergoing neoadjuvant chemotherapy","Leo W. Jenkins Cancer Center","Female","18 Years and older   (Adult, Older Adult)",,"0","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","ECU 003","February 2011","December 2014","December 2014","April 28, 2011",,"July 21, 2017","Leo W. Jenkins Cancer Center, Greenville, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT01344109"
75,"NCT02310451","Study of Molecular Mechanisms Implicated in the Pathogenesis of Melanoma. Role of Exosomes","EXOSOMES","Unknown status","No Results Available","Metastatic Melanoma","Biological: blood test","number of exosomes|number of patient with a detection test of exosomes positive measured|survival|Tumoral response","Centre Hospitalier Universitaire de Nice","All","18 Years and older   (Adult, Older Adult)","Not Applicable","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Screening","14-AOI-10","December 2014","December 2015","December 2016","December 8, 2014",,"March 22, 2016","CHU de Nice ^Hôpital de l'Archet, Nice, France",,"https://ClinicalTrials.gov/show/NCT02310451"
76,"NCT04394572","Identification of New Diagnostic Protein Markers for Colorectal Cancer","EXOSCOL01","Recruiting","No Results Available","Colorectal Cancer","Biological: Blood sample","Diagnostic performances of markers derived from circulating tumor exosomes in the context of colorectal cancer, focusing on macromolecules|Diagnostic performances of markers derived from circulating tumor exosomes in the context of colorectal cancer, focusing on integrins|Diagnostic performances of markers derived from circulating tumor exosomes in the context of colorectal cancer, focusing on metallo proteases","CHU de Reims","All","18 Years and older   (Adult, Older Adult)",,"80","Other","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","PO19143*","January 7, 2021","January 6, 2023","January 6, 2023","May 19, 2020",,"June 28, 2021","Chu Reims, Reims, France",,"https://ClinicalTrials.gov/show/NCT04394572"
77,"NCT04173650","MSC EVs in Dystrophic Epidermolysis Bullosa",,"Not yet recruiting","No Results Available","Dystrophic Epidermolysis Bullosa","Drug: AGLE 102","Dose Limiting Toxicity|Wound size evaluation","Aegle Therapeutics","All","6 Years and older   (Child, Adult, Older Adult)","Phase 1|Phase 2","10","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","EB IND","April 2022","January 2023","July 2023","November 22, 2019",,"June 24, 2021",,,"https://ClinicalTrials.gov/show/NCT04173650"
78,"NCT04453046","Hemopurifier Plus Pembrolizumab in Head and Neck Cancer",,"Recruiting","No Results Available","Squamous Cell Carcinoma of the Head and Neck","Device: Hemopurifier|Drug: Pembrolizumab 200mg IV","Safety as measured by adverse events|Adverse Events|Levels of exosomes|Tumor response|Survival","Aethlon Medical Inc.","All","18 Years and older   (Adult, Older Adult)","Not Applicable","12","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AEMD-2019-01","October 22, 2020","July 2022","July 2023","July 1, 2020",,"October 30, 2020","UPMC Hillman Cancer Center, Pittsburgh, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT04453046"
79,"NCT04167722","How Does Prostate Cancer Metastasize? Studying the Role of Secreted Packages (Exosomes) From Fat Tissue in Lean and Obese Patients","EXOPRO","Recruiting","No Results Available","Prostate Cancer|Obesity","Procedure: Robotic Radical Prostatectomy","Determine functional differences of peri-prostatic adipose tissue from lean vs obese patients on prostate cancer cell lines|Identification of exosomal small RNAs transferred between human adipose tissue to prostate cancer cells lines|Assess how exosomal small RNAs from lean vs obese patients affect cancer regulation|Attempt to replicate functional changes observed","Imperial College London|Imperial College Healthcare NHS Trust|Experimental Cancer Medicine Centres","Male","Child, Adult, Older Adult",,"100","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","19HH5065","October 1, 2019","October 1, 2023","October 1, 2024","November 19, 2019",,"September 22, 2021","Charing Cross Hospital, Imperial College Healthcare NHS Trust, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04167722"
80,"NCT03874559","Exosomes in Rectal Cancer",,"Recruiting","No Results Available","Rectal Cancer","Diagnostic Test: Blood Draw","Exosomal Biomarkers Assessment|Exosomal Expression|Exosomal Functionality Assessment","University of Kansas Medical Center","All","18 Years and older   (Adult, Older Adult)",,"30","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","Protocol IIT-RE-0","February 13, 2018","February 1, 2021","February 1, 2022","March 14, 2019",,"March 14, 2019","University of Kansas Medical Center/ Cancer Center, Kansas City, Kansas, United States",,"https://ClinicalTrials.gov/show/NCT03874559"
81,"NCT04288141","A Study to Measure the Expression of the HER2-HER3 Dimer in Tumour and Blood (Exosomes) Samples From Patients With HER2 Positive Breast Cancer Receiving HER2 Targeted Therapies","HERdi PREDICT","Recruiting","No Results Available","HER2-positive Breast Cancer","Other: Acquisition of blood samples and tumour tissue samples (biopsies)","Compare HER2-HER3 dimer expression as detected by FLIM-FRET (% positive for HER2-HER3 dimer expression with FRET efficiency ≥8.56%) to HER2 over-expression (% positive for HER2 over-expression by IHC ± FISH) in patient-derived tumour samples.|Describe the range of FRET efficiency determined by measuring tumoural HER2-HER3 dimerisation as a continuous variable.|Compare the HER2-HER3 dimer expression level in tumour samples to matched blood samples (exosomal expression) as detected by FLIM-FRET.|Compare HER2 expression in blood samples (exosomes) by protein detection assays e.g. dot blots to HER2 status in matched tumour tissue as determined by IHC ± FISH.|Determine the range of measurable exosomal FRET efficiency determined by measuring exosomal HER2-HER3 dimer expression.|Determine if patient derived tumour and blood samples (exosomes) demonstrate a change in HER2-HER3 dimer expression in response to systemic HER2-directed therapy (% positive for change in HER2-HER3 dimer expression).|Determine the statistical association of FRET efficiency (at baseline and any subsequent changes) determined by measuring tumoural HER2-HER3 dimer expression with radiological and pathological responses to systemic treatment.|Determine the statistical association of FRET efficiency (at baseline and any subsequent changes) determined by measuring exosomal HER2-HER3 dimer expression with radiological and pathological responses to systemic treatment|Determine the statistical association of the levels of expression of immune cell markers (at baseline and any subsequent changes) with radiological and pathological responses to systemic treatment. (OPTIONAL CONSENT-Guy's hospital site only).|Determine feasibility of using exosomal expression testing in a National Health Service (NHS) practice.","King's College London|Guy's and St Thomas' NHS Foundation Trust|Brighton and Sussex University Hospitals NHS Trust","All","18 Years and older   (Adult, Older Adult)",,"40","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","HERdi PREDICT","December 20, 2019","December 2020","June 2021","February 28, 2020",,"February 28, 2020","Brighton and Sussex University Hospitals NHS Trust, Brighton, United Kingdom|Guy's Cancer Centre, Guy's and St Thomas' NHS Foundation Trust, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04288141"
82,"NCT03562715","microRNAs Role in Pre-eclampsia Diagnosis",,"Completed","No Results Available","Preeclampsia",,"The expression of miRNAs 136, 494 and 495 in exosomes of peripheral blood and UCMSCs conditioned media","Cairo University","Female","23 Years to 35 Years   (Adult)",,"200","Other","Observational","Observational Model: Case-Control|Time Perspective: Retrospective","BC (1870)","November 28, 2016","June 15, 2017","December 25, 2017","June 19, 2018",,"June 19, 2018",,,"https://ClinicalTrials.gov/show/NCT03562715"
83,"NCT04258735","Genetic Characteristics of Metastatic Breast Cancer Patients",,"Recruiting","No Results Available","Metastatic Breast Cancer","Diagnostic Test: Genomic analysis","Genomic profiling of MBC patients","Samsung Medical Center","All","18 Years and older   (Adult, Older Adult)","Not Applicable","300","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","2019-05-157","July 17, 2019","July 31, 2024","July 31, 2024","February 6, 2020",,"February 6, 2020","Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT04258735"
84,"NCT04227886","Study on Predictive Biomarkers of Neoadjuvant Chemoradiotherapy for Rectal Cancer",,"Unknown status","No Results Available","Rectal Neoplasm Malignant Carcinoma|Chemoradiotherapy|Neoadjuvant Therapy|Predictive Biomarkers|Adenocarcinoma","Radiation: Radiation|Drug: Capecitabine-Irinotecan Combination","TRG|Toxicities|Overall Survival|Progression-free Survival|Local Control rate|pCR","Fudan University|Liaoning Tumor Hospital & Institute|Harbin Medical University","All","18 Years to 75 Years   (Adult, Older Adult)",,"250","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","FDRT-011","December 1, 2019","December 31, 2020","December 31, 2021","January 14, 2020",,"January 14, 2020","Fudan University Shanghai Cancer Center, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04227886"
85,"NCT04965961","The Effect of Micro-doses Erytropoietin on Exercise Capacity in Male and Females",,"Active, not recruiting","No Results Available","Sports Drug Abuse","Drug: EPO|Other: Control group - saline injection","Change in maximal oxygen uptake|Change in time trial performance|Change in total hemoglobin mass","University of Copenhagen","All","18 Years to 45 Years   (Adult)","Not Applicable","48","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Other","H-18013069","August 28, 2019","May 17, 2021","December 2022","July 16, 2021",,"July 16, 2021","Department of Nutrition, Exercise and Sports, Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT04965961"
86,"NCT04427475","Prediction of Immunotherapeutic Effect of Advanced Non-small Cell Lung Cancer",,"Recruiting","No Results Available","NSCLC Patients","Drug: pabolizumab|Drug: nafulizumab","PD-L1 expression profiles of exosomes|miRNA expression profiles of exosomes","Fudan University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","200","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","MIRNA-SEP-01","June 8, 2020","December 31, 2021","December 31, 2022","June 11, 2020",,"June 11, 2020","Cancer hospital Fudan University, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04427475"
87,"NCT04629079","Improving the Early Detection of Lung Cancer by Combining Exosomal Analysis of Hypoxia With Standard of Care Imaging","LungExoDETECT","Recruiting","No Results Available","Lung Cancer",,"Describe the range of exosomal expression of P4HA1 in participants being clinically assessed for a suspected lung cancer diagnosis and compare the range of expression between the cancer and non-cancer participant population.|Describe the range of expression of precursor microRNA in exosomes derived from participants being clinically assessed for suspected lung cancer and compare the range of expression between the cancer and non-cancer participant population.|Develop a combined risk score combining multi-dimensional parameters to discriminate between cancer cases and non-cancer cases.","King's College London","All","18 Years and older   (Adult, Older Adult)",,"800","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","261766","October 23, 2020","October 23, 2022","October 23, 2024","November 16, 2020",,"November 16, 2020","Borthwick Research Unit, Lister Hospital, Stevenage, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04629079"
88,"NCT04142138","When the Kidney Reacts to Nutritional Changes",,"Completed","No Results Available","Prehypertension","Other: DASH","urine exosome protein abundance pattern|urine electrolyte ratio in a spot urine as a surrogate to 24-h urine collection to assess nutritional consumption.|24-h urine collection as a measure of adherence to the DASH diet","Rockefeller University","All","18 Years to 60 Years   (Adult)","Not Applicable","9","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","DBI-1000","February 22, 2020","April 30, 2021","April 30, 2021","October 29, 2019",,"August 5, 2021","The Rockefeller University, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT04142138"
89,"NCT04523389","Contents of Circulating Extracellular Vesicles: Biomarkers in Colorectal Cancer Patients","ExoColon","Recruiting","No Results Available","Colorectal Cancer","Biological: analysis (protein, lipid, RNA ...) of circulating exosomes, size and number|Other: Gathering additional information about the patient's cancer|Diagnostic Test: Diagnostic test","Prognostic role of exosomes and their contents on the survival of colorectal cancer patients|Association between the number and size of exosomes and their content on cancer stage and progression","Centre Hospitalier Universitaire Dijon","All","18 Years and older   (Adult, Older Adult)",,"172","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","COTTET 2020","July 1, 2020","January 2021","July 2021","August 21, 2020",,"August 21, 2020","Chu Dijon Bourgogne, Dijon, France",,"https://ClinicalTrials.gov/show/NCT04523389"
90,"NCT04388982","the Safety and the Efficacy Evaluation of Allogenic Adipose MSC-Exos in Patients With Alzheimer's Disease",,"Recruiting","No Results Available","Alzheimer Disease","Biological: low dosage MSCs-Exos administrated for nasal drip|Biological: mild dosage MSCs-Exos administrated for nasal drip|Biological: high dosage MSCs-Exos administrated for nasal drip","Number of participants with treatment-related abnormal laboratory values of Liver or kidney function|Number of participants with treatment-related adverse events as assessed by CTCAE v4.0|Cognitive function|Quality of life evaluation|MRI Neuroimaging|PET-CT Neuroimaging","Ruijin Hospital|Cellular Biomedicine Group Ltd.","All","50 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","9","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CBMG-AD-01","July 1, 2020","August 2021","August 2022","May 15, 2020",,"June 25, 2021","Ruijin Hospital Affiliated to Shanghai Jiaotong University School of Medicine, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04388982"
91,"NCT03830619","Serum Exosomal Long Noncoding RNAs as Potential Biomarkers for Lung Cancer Diagnosis",,"Completed","No Results Available","Lung Cancer (Diagnosis)","Diagnostic Test: collect samples","The expression levels of serum exosome long non-coding RNA|the expression levels of tumor biomarkers such as CEA, NSE, SCC, CYFR2A-1|the CT scans of the lung for the patients","Wuhan Union Hospital, China","All","18 Years to 75 Years   (Adult, Older Adult)",,"1000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","WuhanUH2018","January 1, 2017","December 31, 2020","July 31, 2021","February 5, 2019",,"November 22, 2021","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT03830619"
92,"NCT03034265","New Biomarkers and Difficult-to-treat Hypertension",,"Completed","No Results Available","Hypertension",,"Plasma concentration of Ang peptides|Urinary concentration of exosomal Na channel proteins|24h urinary Na excretion|Plasma renin concentration|Plasma aldosterone concentration|Repeatability of Ang peptide and urinary exosomal Na channel concentrations under spontaneous vs. standardized laboratory conditions.","University Hospital Inselspital, Berne|University of Zurich","All","18 Years and older   (Adult, Older Adult)",,"24","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","Study 3003","May 2016","May 2017","May 2017","January 27, 2017",,"December 20, 2017","Department of Nephrology and Hypertension, Inselspital, Bern University Hospital, Bern, Switzerland",,"https://ClinicalTrials.gov/show/NCT03034265"
93,"NCT04720599","Clinical Evaluation of ExoDx Prostate(IntelliScore) in Men Presenting for Initial Prostate Biopsy",,"Completed","No Results Available","Urologic Cancer","Diagnostic Test: ExoDx Prostate(IntelliScore)","Correlation of the ExoDx Prostate test results with the outcome of prostate biopsies in an initial biopsy patient cohort.","Exosome Diagnostics, Inc.","Male","50 Years and older   (Adult, Older Adult)",,"120","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","ECT2020-002","June 1, 2020","June 1, 2021","June 1, 2021","January 22, 2021",,"September 30, 2021","Chesapeake Urology Research Associates, Baltimore, Maryland, United States|New Jersey Urology, Voorhees, New Jersey, United States|Klinikum der Universität München, München, Germany",,"https://ClinicalTrials.gov/show/NCT04720599"
94,"NCT04357717","ExoDx Prostate Evaluation in Prior Negative Prostate Biopsy Setting",,"Recruiting","No Results Available","Prostate Cancer","Diagnostic Test: ExoDx Prostate","Correlation of the ExoDx Prostate test results with the outcome of prostate biopsies in a prior negative repeat biopsy patient cohort.","Exosome Diagnostics, Inc.","Male","50 Years and older   (Adult, Older Adult)",,"350","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","ECT2018-001","March 15, 2020","July 2022","July 2022","April 22, 2020",,"September 30, 2021","Chesapeake Urology Research Associates, Baltimore, Maryland, United States|New Jersey Urology, Voorhees, New Jersey, United States",,"https://ClinicalTrials.gov/show/NCT04357717"
95,"NCT04534647","Serological and Urinary Biomarkers in Latin American Patients With Systemic Lupus Erythematosus: GLADEL 2.0 Cohort",,"Recruiting","No Results Available","Lupus Nephritis","Diagnostic Test: different serum and urine biomarkers","Correlation between urinary biomarkers and NL|Description of clinical features of patients|Description of immunological characteristics of patients with NL","Liga Panamericana de Asociaciones de Reumatologia (PANLAR)|Janssen Research & Development, LLC","All","18 Years and older   (Adult, Older Adult)",,"100","Other|Industry","Observational","Observational Model: Case-Control|Time Perspective: Prospective","GLADEL LUPUS","June 1, 2019","June 1, 2024","June 1, 2025","September 1, 2020",,"April 26, 2021","Bernardo Pons-Estel, Rosario, Argentina",,"https://ClinicalTrials.gov/show/NCT04534647"
96,"NCT03569566","Performance Determinants Factors in Elite Endurance Athletes.",,"Enrolling by invitation","No Results Available","Exercise Physiology","Other: Age, Genes, Training, Tickbourne Disease and Endurance","Time trail cross-country roller skiing performance|Maximal oxygen consumption|Lactate threshold in double poling|Double poling economy|Maximal strength|Jump height|Genotypes|Tick-bourne disease|Exosomes|Training volume|Training intensity|Age|Maximal power","University of South-Eastern Norway|Norwegian University of Science and Technology","All","16 Years to 50 Years   (Child, Adult)",,"50","Other","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","2017/2522","June 27, 2018","August 2021","December 2021","June 26, 2018",,"March 24, 2021","Telemark University College, Bø, Telemark, Norway",,"https://ClinicalTrials.gov/show/NCT03569566"
